country,gb,days,price_usd,price_per_gb,unlimited
georgia,0.5,1,0.8136420041724836,1.627,no
georgia,1,7,1.69,1.69,no
georgia,0.5,1,0.85,1.7,no
georgia,1,7,1.7,1.7,no
georgia,1,1,1.71,1.71,no
georgia,1,3,1.7226426400000001,1.723,no
georgia,0.3,1,0.5202612000000001,1.734,no
georgia,1,7,1.734204,1.734,no
georgia,1,7,1.74,1.74,no
georgia,1,7,1.74,1.74,no
georgia,1,7,1.74,1.74,no
georgia,0.5,1,0.88,1.76,no
georgia,0.5,3,0.89,1.78,no
georgia,1,7,1.78,1.78,no
georgia,1,5,1.79,1.79,no
georgia,1,7,1.7955265328483443,1.796,no
georgia,20,30,35.99,1.8,no
georgia,1,1,1.8,1.8,no
georgia,1,7,1.8,1.8,no
georgia,1,1,1.8,1.8,no
georgia,1,1,1.81,1.81,no
georgia,1,7,1.8613789600000004,1.861,no
georgia,1,1,1.87,1.87,no
georgia,1,1,1.88,1.88,no
georgia,1,7,1.89,1.89,no
georgia,0.5,1,0.95959288,1.919,no
georgia,1,3,1.92,1.92,no
georgia,1,0,1.95,1.95,no
georgia,1,1,1.95,1.95,no
georgia,0.5,1,0.98,1.96,no
georgia,0.5,1,0.99,1.98,no
georgia,0.5,1,0.99,1.98,no
georgia,1,7,1.99,1.99,no
georgia,1,1,1.99,1.99,no
georgia,1,7,1.99,1.99,no
georgia,1,1,1.99,1.99,no
georgia,1,7,1.99,1.99,no
georgia,1,1,1.99,1.99,yes
georgia,1,1,1.99,1.99,yes
georgia,0.5,1,1,2,no
georgia,1,7,2,2,no
georgia,1,7,2,2,no
georgia,1,1,2,2,no
georgia,1,30,2,2,no
georgia,1,3,2,2,no
georgia,1,1,2,2,no
georgia,1,7,2,2,no
georgia,1,0,2,2,no
georgia,1,7,2.0103076070276167,2.01,no
georgia,1,1,2.04,2.04,no
georgia,0.49,1,1.01,2.061,no
georgia,1,7,2.0694834400000004,2.069,no
georgia,1,1,2.1,2.1,yes
georgia,1,7,2.11,2.11,no
georgia,1,1,2.14,2.14,no
georgia,0.5,1,1.07181687088106,2.144,no
georgia,1,7,2.15,2.15,no
georgia,1,7,2.2,2.2,no
georgia,1,7,2.22,2.22,no
georgia,1,7,2.24,2.24,no
georgia,1,1,2.253162473093031,2.253,no
georgia,1,7,2.27,2.27,no
georgia,1,1,2.27,2.27,no
georgia,1,7,2.29,2.29,no
georgia,1,1,2.3,2.3,no
georgia,1,7,2.3,2.3,no
georgia,1,7,2.3,2.3,no
georgia,1,7,2.30071064,2.301,no
georgia,1,7,2.30071064,2.301,no
georgia,1,7,2.30071064,2.301,no
georgia,1,7,2.30071064,2.301,no
georgia,1,7,2.312272,2.312,no
georgia,1,1,2.3157503195678375,2.316,no
georgia,1,1,2.35,2.35,no
georgia,1,1,2.3626912044239425,2.363,no
georgia,1,7,2.38,2.38,no
georgia,1,1,2.38,2.38,no
georgia,1,1,2.3816401600000003,2.382,no
georgia,1,3,2.4,2.4,no
georgia,1,1,2.417455570089398,2.417,no
georgia,0.5,1,1.21,2.42,no
georgia,0.5,1,1.21,2.42,no
georgia,1,3,2.43,2.43,no
georgia,1,1,2.44,2.44,no
georgia,1,5,2.45,2.45,no
georgia,1,1,2.48,2.48,yes
georgia,1,1,2.48,2.48,no
georgia,1,7,2.48,2.48,no
georgia,1,1,2.49,2.49,yes
georgia,1,7,2.49,2.49,no
georgia,1,1,2.5,2.5,no
georgia,1,7,2.5,2.5,no
georgia,1,7,2.5,2.5,no
georgia,1,7,2.5,2.5,no
georgia,1,7,2.5,2.5,no
georgia,1,7,2.5,2.5,no
georgia,1,7,2.5,2.5,no
georgia,1,7,2.5,2.5,no
georgia,1,30,2.5,2.5,no
georgia,1,7,2.51,2.51,no
georgia,1,1,2.52,2.52,no
georgia,1,7,2.54,2.54,no
georgia,1,7,2.55,2.55,no
georgia,1,1,2.55,2.55,no
georgia,1,1,2.57,2.57,yes
georgia,1,7,2.58,2.58,no
georgia,1,1,2.6,2.6,no
georgia,1,1,2.6,2.6,no
georgia,1,3,2.6,2.6,no
georgia,1,7,2.623455949958631,2.623,no
georgia,1,1,2.65,2.65,no
georgia,1,7,2.66,2.66,no
georgia,1,1,2.68,2.68,yes
georgia,1,7,2.6849074751576896,2.685,no
georgia,1,7,2.7,2.7,no
georgia,1,7,2.71,2.71,no
georgia,1,7,2.75,2.75,no
georgia,1,1,2.75,2.75,no
georgia,1,7,2.75,2.75,no
georgia,1,3,2.78,2.78,no
georgia,1,1,2.79,2.79,no
georgia,1,7,2.79,2.79,no
georgia,0.5,1,1.4,2.8,yes
georgia,0.5,1,1.4,2.8,no
georgia,1,7,2.8,2.8,no
georgia,1,7,2.8,2.8,no
georgia,1,7,2.8,2.8,no
georgia,1,1,2.8,2.8,yes
georgia,1,1,2.8,2.8,yes
georgia,1,7,2.8325332000000003,2.833,no
georgia,1,3,2.86,2.86,no
georgia,1,30,2.87,2.87,no
georgia,1,7,2.8787786400000006,2.879,no
georgia,1,3,2.88,2.88,no
georgia,1,7,2.88,2.88,no
georgia,1,7,2.88,2.88,no
georgia,1,30,2.89034,2.89,no
georgia,1,30,2.9,2.9,no
georgia,1,7,2.92,2.92,no
georgia,1,1,2.95,2.95,yes
georgia,1,1,2.95,2.95,no
georgia,1,1,2.95,2.95,no
georgia,0.5,1,1.48,2.96,no
georgia,0.5,1,1.49,2.98,yes
georgia,1,7,2.99,2.99,no
georgia,1,7,2.99,2.99,no
georgia,1,7,2.99,2.99,no
georgia,1,1,2.99,2.99,yes
georgia,1,1,2.99,2.99,yes
georgia,1,7,2.99,2.99,no
georgia,1,7,2.99,2.99,no
georgia,1,1,2.99,2.99,no
georgia,1,7,2.99,2.99,no
georgia,1,1,2.99,2.99,yes
georgia,1,7,2.99,2.99,no
georgia,1,1,2.9943922400000003,2.994,yes
georgia,1,3,3,3,no
georgia,1,7,3,3,no
georgia,1,1,3,3,yes
georgia,1,7,3.01,3.01,no
georgia,1,7,3.048662843404782,3.049,no
georgia,1,1,3.09,3.09,no
georgia,1,30,3.1,3.1,no
georgia,1,7,3.15,3.15,no
georgia,1,30,3.2,3.2,no
georgia,1,1,3.293685420736688,3.294,no
georgia,1,7,3.3527944,3.353,no
georgia,1,1,3.3527944,3.353,yes
georgia,0.49,1,1.69,3.449,yes
georgia,0.5,1,1.73,3.46,no
georgia,0.5,1,1.96,3.92,no
georgia,0.5,1,1.97,3.94,no
georgia,0.5,3,1.99,3.98,no
georgia,0.5,1,1.9973997939548573,3.995,no
georgia,0.5,1,2,4,no
georgia,0.5,0,2,4,no
georgia,0.5,1,2.12,4.24,yes
georgia,0.5,3,2.177963430154335,4.356,yes
georgia,0.5,3,2.36,4.72,no
georgia,0.1,1,0.53,5.3,no
georgia,0.5,1,2.85,5.7,no
georgia,0.5,3,2.9,5.8,no
georgia,0.5,1,2.9,5.8,no
georgia,0.3,3,1.79,5.967,no
georgia,0.5,1,2.99,5.98,yes
georgia,0.5,1,2.99,5.98,no
georgia,0.49,1,3,6.122,no
georgia,0.5,3,3.1293923237403214,6.259,no
georgia,0.5,3,3.2154506126431803,6.431,no
georgia,0.3,3,1.97,6.567,no
georgia,0.5,3,3.293685420736688,6.587,no
georgia,0.3,3,1.99,6.633,no
georgia,0.5,3,3.32,6.64,no
georgia,0.1,1,0.89,8.9,no
georgia,0.2,30,1.94,9.7,no
georgia,0.2,30,1.96,9.8,no
georgia,0.2,30,1.97,9.85,no
georgia,0.1,1,1,10,no
georgia,0.1,1,1,10,no
georgia,0.2,30,2.3,11.5,no
georgia,0.2,30,2.99,14.95,no
georgia,0.1,0,2,20,no
georgia,0.1,0,2,20,no
georgia,0.1,0,3,30,no
germany,3,30,0.6243134400000001,0.208,no
germany,3,1,0.71,0.237,no
germany,3,3,0.71,0.237,no
germany,3,5,0.71,0.237,no
germany,3,7,0.76,0.253,no
germany,3,10,0.76,0.253,no
germany,3,30,0.76,0.253,no
germany,3,15,0.76,0.253,no
germany,3,12,0.76,0.253,no
germany,3,14,0.76,0.253,no
germany,3,20,0.76,0.253,no
germany,3,21,0.76,0.253,no
germany,3,25,0.76,0.253,no
germany,2,15,0.76,0.38,no
germany,2,30,0.76,0.38,no
germany,1,7,0.38152488000000007,0.382,no
germany,3,1,1.14457464,0.382,no
germany,4,30,1.5839063200000003,0.396,no
germany,3,15,1.2,0.4,no
germany,3,1,1.2,0.4,no
germany,3,3,1.2,0.4,no
germany,3,5,1.2,0.4,no
germany,3,7,1.2,0.4,no
germany,3,10,1.2,0.4,no
germany,3,15,1.2139428,0.405,no
germany,3,1,1.2139428,0.405,no
germany,3,15,1.2139428,0.405,no
germany,3,30,1.22,0.407,no
germany,3,20,1.22,0.407,no
germany,4,30,1.6417131200000001,0.41,no
germany,3,30,1.2370655200000003,0.412,no
germany,3,30,1.2833109600000001,0.428,no
germany,3,15,1.30643368,0.435,no
germany,3,1,1.31799504,0.439,no
germany,3,1,1.3526791200000001,0.451,no
germany,50,30,24.99,0.5,no
germany,2,15,1.0520837600000001,0.526,no
germany,2,15,1.0520837600000001,0.526,no
germany,2,30,1.07520648,0.538,no
germany,3,1,1.6585779315823703,0.553,no
germany,2,1,1.10989056,0.555,no
germany,2,30,1.10989056,0.555,no
germany,2,15,1.1330132800000001,0.567,no
germany,2,1,1.14,0.57,no
germany,2,1,1.156136,0.578,no
germany,10,7,5.8,0.58,no
germany,2,15,1.2,0.6,no
germany,2,1,1.2023814400000001,0.601,no
germany,2,1,1.2139428,0.607,no
germany,2,1,1.24,0.62,yes
germany,2,1,1.25,0.625,no
germany,1,7,0.66,0.66,no
germany,1,5,0.66,0.66,no
germany,1,1,0.66,0.66,no
germany,1,7,0.67055888,0.671,no
germany,2,1,1.3612271438464596,0.681,yes
germany,1,7,0.68212024,0.682,no
germany,1,1,0.69,0.69,no
germany,1,7,0.69,0.69,no
germany,1,1,0.6936816,0.694,no
germany,1,5,0.71,0.71,no
germany,2,1,1.43,0.715,no
germany,2,1,1.431696988111197,0.716,no
germany,2,1,1.4551674305392495,0.728,no
germany,2,1,1.4551674305392495,0.728,no
germany,1,1,0.7301127407903737,0.73,yes
germany,1,1,0.7399270400000001,0.74,no
germany,1,7,0.75,0.75,no
germany,1,1,0.7514884000000001,0.751,no
germany,1,7,0.7514884000000001,0.751,no
germany,1,7,0.76,0.76,no
germany,1,15,0.76,0.76,no
germany,1,20,0.76,0.76,no
germany,1,30,0.76,0.76,no
germany,1.5,1,1.14,0.76,no
germany,2,1,1.52,0.76,no
germany,0.5,1,0.3833505596581893,0.767,no
germany,2,1,1.56,0.78,no
germany,0.5,1,0.3911740404675402,0.782,no
germany,2,1,1.57,0.785,no
germany,2,1,1.58,0.79,no
germany,2,1,1.58,0.79,no
germany,0.5,1,0.4,0.8,no
germany,1,7,0.8,0.8,no
germany,0.75,7,0.6011907200000001,0.802,no
germany,1,7,0.8043614940910897,0.804,no
germany,1,1,0.81,0.81,no
germany,0.75,7,0.61275208,0.817,no
germany,0.8,1,0.66,0.825,no
germany,2,1,1.65,0.825,no
germany,0.5,1,0.4146444828955926,0.829,no
germany,20,30,16.75,0.838,no
germany,0.5,1,0.42,0.84,no
germany,0.5,1,0.4207429353707238,0.841,yes
germany,1,7,0.8786102473918056,0.879,no
germany,1,7,0.8909850396085915,0.891,no
germany,0.75,7,0.67055888,0.894,no
germany,0.5,1,0.46158536775169734,0.923,no
germany,1,1,0.9281094162589496,0.928,yes
germany,0.5,1,0.47,0.94,no
germany,1,1,0.9404842084757357,0.94,yes
germany,1,1,0.95,0.95,no
germany,1,1,0.95,0.95,no
germany,1,1,0.95959288,0.96,no
germany,1,1,0.98,0.98,no
germany,1,7,0.99,0.99,no
germany,1,7,0.99,0.99,no
germany,10,30,10,1,no
germany,0.5,1,0.5,1,no
germany,1,7,1,1,no
germany,1,1,1,1,no
germany,1,1,1,1,no
germany,1,3,1,1,no
germany,1,1,1,1,yes
germany,1,1,1,1,yes
germany,1,1,1,1,yes
germany,1,1,1.0014055435969027,1.001,no
germany,1,1,1.0170525052156045,1.017,no
germany,1,1,1.02,1.02,no
germany,1,7,1.04,1.04,no
germany,1,7,1.04,1.04,no
germany,0.5,1,0.5202612000000001,1.041,no
germany,0.5,1,0.5202612000000001,1.041,no
germany,0.5,1,0.5241732142265039,1.048,no
germany,1,1,1.07,1.07,no
germany,0.5,1,0.54,1.08,no
germany,1,1,1.09,1.09,yes
germany,20,14,21.99,1.099,no
germany,1,1,1.11,1.11,no
germany,1,1,1.12,1.12,no
germany,1,1,1.12,1.12,no
germany,1,1,1.13,1.13,no
germany,1,7,1.13,1.13,no
germany,1,1,1.14,1.14,no
germany,1,1,1.1422281981652171,1.142,no
germany,1,7,1.14457464,1.145,no
germany,1,7,1.14457464,1.145,no
germany,0.5,1,0.58,1.16,no
germany,1,1,1.16,1.16,no
germany,1,7,1.16,1.16,no
germany,1,1,1.17,1.17,no
germany,1,1,1.18,1.18,no
germany,1,1,1.18,1.18,no
germany,1,7,1.19,1.19,no
germany,1,5,1.19,1.19,no
germany,1,1,1.19,1.19,no
germany,1,7,1.1946613545329534,1.195,no
germany,1,7,1.1946613545329534,1.195,no
germany,0.5,1,0.6,1.2,no
germany,1,7,1.2,1.2,no
germany,1,3,1.2,1.2,no
germany,1,1,1.2,1.2,no
germany,1,10,1.2,1.2,no
germany,1,15,1.2,1.2,no
germany,0.5,1,0.6024080223200119,1.205,no
germany,1,1,1.21,1.21,no
germany,1,7,1.21,1.21,no
germany,1,1,1.21,1.21,no
germany,1,7,1.21,1.21,no
germany,1,5,1.21,1.21,no
germany,1,20,1.22,1.22,no
germany,1,7,1.23,1.23,no
germany,1,7,1.24,1.24,no
germany,1,1,1.24,1.24,no
germany,1,7,1.26,1.26,no
germany,1,1,1.26,1.26,no
germany,1,30,1.2601882400000002,1.26,no
germany,1,7,1.27,1.27,no
germany,1,7,1.2717496000000001,1.272,no
germany,1,5,1.2830508527335316,1.283,no
germany,1,1,1.29,1.29,no
germany,1,1,1.2908743335428825,1.291,no
germany,0.5,30,0.65,1.3,no
germany,1,3,1.3,1.3,no
germany,1,7,1.3,1.3,no
germany,1,7,1.3,1.3,no
germany,0.5,3,0.66,1.32,no
germany,1,1,1.32,1.32,no
germany,1,7,1.33,1.33,no
germany,1,7,1.33,1.33,no
germany,1,7,1.33,1.33,no
germany,1,1,1.3378152183989873,1.338,no
germany,1,5,1.34,1.34,no
germany,1,7,1.3491997362601456,1.349,no
germany,1,1,1.35,1.35,no
germany,1,7,1.36,1.36,no
germany,0.5,1,0.69,1.38,no
germany,1,5,1.39,1.39,no
germany,1,3,1.39,1.39,no
germany,1,7,1.39,1.39,no
germany,1,1,1.39,1.39,no
germany,0.5,1,0.7,1.4,no
germany,0.5,1,0.7,1.4,no
germany,1,7,1.4,1.4,no
germany,1,1,1.4,1.4,no
germany,1,7,1.4,1.4,no
germany,1,5,1.4,1.4,no
germany,1,30,1.4,1.4,no
germany,1,1,1.4,1.4,yes
germany,1,1,1.4,1.4,no
germany,1,7,1.4,1.4,no
germany,0.49,1,0.69,1.408,yes
germany,1,30,1.4082265456831446,1.408,no
germany,1,1,1.41,1.41,no
germany,1,7,1.4107263127136034,1.411,no
germany,0.5,3,0.71,1.42,no
germany,1,1,1.42,1.42,no
germany,1,7,1.43,1.43,no
germany,1,1,1.4395204689205479,1.44,no
germany,1,1,1.44,1.44,no
germany,1,7,1.45,1.45,no
germany,1,1,1.45,1.45,no
germany,1,1,1.45673136,1.457,no
germany,1,7,1.47,1.47,no
germany,1,1,1.47,1.47,no
germany,1,1,1.4708143921579508,1.471,no
germany,1,7,1.48,1.48,no
germany,1,1,1.49,1.49,no
germany,1,7,1.49,1.49,no
germany,1,7,1.49,1.49,no
germany,1,7,1.49,1.49,no
germany,1,1,1.49,1.49,yes
germany,1,1,1.49,1.49,yes
germany,1,7,1.49,1.49,no
germany,1,1,1.49,1.49,yes
germany,1,7,1.49,1.49,no
germany,1,1,1.49,1.49,yes
germany,1,1,1.49,1.49,no
germany,1,14,1.49,1.49,no
germany,1,1,1.5,1.5,no
germany,1,3,1.5,1.5,no
germany,1,7,1.5,1.5,no
germany,1,1,1.5,1.5,yes
germany,1,7,1.5,1.5,no
germany,1,7,1.5029768000000001,1.503,no
germany,1,3,1.509931796204705,1.51,no
germany,1,7,1.53,1.53,no
germany,1,5,1.5334022386327573,1.533,no
germany,1,3,1.54,1.54,no
germany,1,7,1.5412257194421082,1.541,no
germany,1,10,1.5490492002514589,1.549,no
germany,1,1,1.55,1.55,no
germany,1,7,1.55,1.55,no
germany,1,7,1.55,1.55,no
germany,1,10,1.56,1.56,no
germany,1,1,1.56,1.56,no
germany,1,15,1.5646961618701607,1.565,no
germany,1,7,1.57,1.57,no
germany,1,1,1.5723449600000003,1.572,no
germany,1,1,1.58,1.58,no
germany,1,7,1.5839063200000003,1.584,no
germany,1,7,1.59,1.59,no
germany,1,5,1.6,1.6,no
germany,1,1,1.6,1.6,no
germany,1,30,1.6,1.6,no
germany,1,7,1.6,1.6,no
germany,1,3,1.6,1.6,no
germany,1,1,1.61,1.61,no
germany,1,7,1.64,1.64,no
germany,1,15,1.65,1.65,no
germany,1,5,1.65,1.65,no
germany,1,1,1.6585779315823703,1.659,no
germany,0.5,1,0.83,1.66,no
germany,0.5,1,0.84,1.68,no
germany,0.5,1,0.85,1.7,no
germany,0.5,1,0.8555406400000001,1.711,no
germany,0.5,1,0.86,1.72,no
germany,0.5,1,0.88,1.76,no
germany,0.5,1,0.92,1.84,no
germany,0.5,1,0.99,1.98,no
germany,0.5,1,0.99,1.98,yes
germany,0.5,1,0.99,1.98,no
germany,0.5,1,1.02,2.04,no
germany,0.2,1,0.41,2.05,no
germany,0.3,1,0.6187396108392997,2.062,yes
germany,0.5,1,1.04,2.08,no
germany,0.2,1,0.42,2.1,no
germany,0.5,1,1.0766069228603816,2.153,yes
germany,0.5,1,1.08,2.16,no
germany,0.3,1,0.68,2.267,no
germany,0.2,1,0.46158536775169734,2.308,no
germany,0.2,1,0.46940884856104814,2.347,no
germany,0.5,1,1.2,2.4,no
germany,0.5,1,1.2023814400000001,2.405,no
germany,0.5,1,1.28,2.56,no
germany,0.3,1,0.7746111200000001,2.582,no
germany,0.5,3,1.2993531827625295,2.599,yes
germany,0.5,3,1.3299917375896364,2.66,no
germany,0.5,3,1.353462180017689,2.707,no
germany,0.3,1,0.82,2.733,no
germany,0.5,3,1.41,2.82,no
germany,0.5,1,1.41,2.82,no
germany,0.5,3,1.41,2.82,no
germany,0.5,3,1.4238735073018463,2.848,no
germany,0.5,1,1.44,2.88,no
germany,0.5,1,1.45,2.9,no
germany,0.5,3,1.47,2.94,no
germany,0.5,1,1.471768269229895,2.944,no
germany,0.5,1,1.48,2.96,no
germany,0.2,30,0.61,3.05,no
germany,0.5,3,1.53,3.06,no
germany,0.5,3,1.55,3.1,no
germany,0.5,3,1.5803431234888623,3.161,no
germany,0.5,1,1.59,3.18,no
germany,0.5,1,1.59,3.18,no
germany,0.5,1,1.6,3.2,no
germany,0.5,3,1.6429309699636687,3.286,no
germany,0.3,1,0.99,3.3,no
germany,0.3,1,1.08,3.6,no
germany,0.3,1,1.1,3.667,no
germany,0.3,1,1.39,4.633,no
germany,0.3,1,1.49,4.967,yes
germany,0.1,1,0.53,5.3,no
germany,0.1,30,0.55,5.5,no
germany,0.1,1,1,10,no
germany,0.1,1,1,10,no
germany,0.1,1,1,10,no
indonesia,3,30,0.6243134400000001,0.208,no
indonesia,3,7,0.91,0.303,no
indonesia,3,1,0.91,0.303,no
indonesia,3,3,0.91,0.303,no
indonesia,3,5,0.91,0.303,no
indonesia,3,30,0.91,0.303,no
indonesia,3,20,0.91,0.303,no
indonesia,3,12,0.91,0.303,no
indonesia,3,14,0.91,0.303,no
indonesia,3,21,0.91,0.303,no
indonesia,3,15,0.91,0.303,no
indonesia,3,10,0.91,0.303,no
indonesia,3,25,0.91,0.303,no
indonesia,5,30,1.89,0.378,no
indonesia,5,20,1.89,0.378,no
indonesia,5,25,1.89,0.378,no
indonesia,5,1,1.89,0.378,no
indonesia,5,12,1.89,0.378,no
indonesia,5,14,1.89,0.378,no
indonesia,5,21,1.89,0.378,no
indonesia,5,30,1.9076244,0.382,no
indonesia,3,15,1.2139428,0.405,no
indonesia,2,15,0.91,0.455,no
indonesia,2,30,0.91,0.455,no
indonesia,4,1,1.89,0.472,no
indonesia,4,30,1.89,0.472,no
indonesia,3,1,1.509931796204705,0.503,no
indonesia,3,1,1.5839063200000003,0.528,no
indonesia,3,1,1.63,0.543,no
indonesia,3,1,1.63,0.543,no
indonesia,3,1,1.6995199200000002,0.567,no
indonesia,10,7,5.8,0.58,no
indonesia,3,1,1.78,0.593,no
indonesia,3,1,1.7994005861506845,0.6,no
indonesia,3,5,1.81,0.603,no
indonesia,2,1,1.2370655200000003,0.619,no
indonesia,3,15,1.8729403200000003,0.624,no
indonesia,3,1,1.88,0.627,no
indonesia,2,1,1.2601882400000002,0.63,no
indonesia,2,1,1.2833109600000001,0.642,no
indonesia,3,1,1.93,0.643,no
indonesia,3,3,1.93,0.643,no
indonesia,3,5,1.93,0.643,no
indonesia,3,5,1.94,0.647,no
indonesia,3,1,1.94,0.647,no
indonesia,3,30,1.95386984,0.651,no
indonesia,2,1,1.3143447759709348,0.657,no
indonesia,15,30,9.99,0.666,no
indonesia,2,1,1.34111776,0.671,no
indonesia,2,1,1.35,0.675,no
indonesia,2,1,1.37,0.685,no
indonesia,2,1,1.3847561032550921,0.692,no
indonesia,2,1,1.43,0.715,no
indonesia,2,1,1.46,0.73,yes
indonesia,2,1,1.46,0.73,no
indonesia,2,1,1.5,0.75,no
indonesia,1,7,0.7514884000000001,0.751,no
indonesia,2,1,1.56,0.78,no
indonesia,2,1,1.57,0.785,no
indonesia,0.5,1,0.4068210020862418,0.814,no
indonesia,0.5,1,0.41,0.82,no
indonesia,1,1,0.8555406400000001,0.856,no
indonesia,2,1,1.72,0.86,no
indonesia,0.5,1,0.4302914445142942,0.861,no
indonesia,2,1,1.7211657780571767,0.861,no
indonesia,2,1,1.7368127396758783,0.868,no
indonesia,0.5,1,0.44,0.88,no
indonesia,2,1,1.76,0.88,no
indonesia,1,1,0.89,0.89,no
indonesia,1,1,0.9,0.9,yes
indonesia,1,3,0.91,0.91,no
indonesia,1,5,0.91,0.91,no
indonesia,1,30,0.91,0.91,no
indonesia,1,7,0.91,0.91,no
indonesia,1.5,1,1.37,0.913,no
indonesia,2,1,1.84,0.92,no
indonesia,0.5,1,0.46158536775169734,0.923,no
indonesia,0.5,1,0.47,0.94,no
indonesia,2,1,1.89,0.945,no
indonesia,1,1,0.95959288,0.96,no
indonesia,1,1,0.95959288,0.96,no
indonesia,2,3,1.93,0.965,no
indonesia,2,5,1.93,0.965,no
indonesia,2,3,1.9558702023377008,0.978,no
indonesia,1,3,0.98,0.98,no
indonesia,1,1,0.98,0.98,no
indonesia,2,1,1.96,0.98,no
indonesia,2,1,1.96,0.98,no
indonesia,1,7,0.9899833773428797,0.99,no
indonesia,1,7,0.99,0.99,no
indonesia,1,1,0.99,0.99,no
indonesia,0.5,7,0.5,1,no
indonesia,1,7,1,1,no
indonesia,1,1,1,1,no
indonesia,1,1,1.0014055435969027,1.001,no
indonesia,1,3,1.02,1.02,no
indonesia,1,5,1.02,1.02,no
indonesia,1,7,1.02,1.02,no
indonesia,1,7,1.02896104,1.029,no
indonesia,1,1,1.02896104,1.029,no
indonesia,1,7,1.03,1.03,no
indonesia,1,5,1.04,1.04,no
indonesia,0.5,1,0.5202612000000001,1.041,no
indonesia,0.5,1,0.5202612000000001,1.041,no
indonesia,1,3,1.0639933900717093,1.064,no
indonesia,1,1,1.0639933900717093,1.064,no
indonesia,1,1,1.07,1.07,no
indonesia,1,7,1.07,1.07,no
indonesia,1,1,1.08,1.08,no
indonesia,1,10,1.09,1.09,no
indonesia,1,1,1.0952873133091123,1.095,no
indonesia,1,1,1.1,1.1,yes
indonesia,1,15,1.11,1.11,no
indonesia,1,30,1.11,1.11,no
indonesia,1,5,1.110934274927814,1.111,no
indonesia,1,1,1.12,1.12,no
indonesia,1,7,1.1265812365465155,1.127,no
indonesia,1,10,1.1344047173558665,1.134,no
indonesia,0.5,7,0.5692404419721557,1.138,no
indonesia,1.5,1,1.72,1.147,no
indonesia,1,30,1.150051678974568,1.15,no
indonesia,1,15,1.150051678974568,1.15,no
indonesia,1,3,1.18,1.18,no
indonesia,1,1,1.18,1.18,no
indonesia,1,7,1.19,1.19,no
indonesia,1,7,1.1946613545329534,1.195,no
indonesia,1,1,1.2,1.2,no
indonesia,1,7,1.2,1.2,no
indonesia,1,1,1.2,1.2,yes
indonesia,0.5,1,0.6024080223200119,1.205,no
indonesia,1,1,1.21,1.21,no
indonesia,1,1,1.2127296372450274,1.213,yes
indonesia,1,1,1.2139428,1.214,no
indonesia,1,5,1.22,1.22,no
indonesia,1,3,1.236109967877427,1.236,no
indonesia,1,7,1.24,1.24,no
indonesia,1,10,1.25,1.25,no
indonesia,1,1,1.25,1.25,no
indonesia,1,15,1.27,1.27,no
indonesia,1,30,1.27,1.27,no
indonesia,1,7,1.2833109600000001,1.283,no
indonesia,1,1,1.29,1.29,no
indonesia,1,1,1.2908743335428825,1.291,no
indonesia,1,1,1.2948723200000003,1.295,no
indonesia,1,3,1.3,1.3,no
indonesia,1,7,1.3,1.3,no
indonesia,1,3,1.32,1.32,no
indonesia,1,7,1.34,1.34,no
indonesia,1,1,1.35,1.35,no
indonesia,1,7,1.36,1.36,no
indonesia,0.5,1,0.6806135719232298,1.361,yes
indonesia,0.5,7,0.68212024,1.364,no
indonesia,1,1,1.37,1.37,no
indonesia,1,5,1.3769326224457414,1.377,no
indonesia,1,1,1.39,1.39,yes
indonesia,0.5,7,0.7,1.4,no
indonesia,1,5,1.4,1.4,no
indonesia,1,1,1.4,1.4,no
indonesia,1,7,1.4,1.4,no
indonesia,1,1,1.4,1.4,yes
indonesia,1,7,1.4004030648737937,1.4,no
indonesia,1,5,1.41,1.41,no
indonesia,1,1,1.41,1.41,no
indonesia,1,7,1.42,1.42,no
indonesia,1,3,1.43,1.43,no
indonesia,1,10,1.4473439497298985,1.447,no
indonesia,1,7,1.45,1.45,no
indonesia,1,7,1.45,1.45,no
indonesia,1,7,1.45,1.45,no
indonesia,0.5,1,0.72836568,1.457,no
indonesia,0.5,7,0.73,1.46,no
indonesia,1,15,1.4864613537766524,1.486,no
indonesia,1,7,1.49,1.49,no
indonesia,15,7,22.5,1.5,no
indonesia,0.5,1,0.75,1.5,no
indonesia,0.5,1,0.75,1.5,no
indonesia,1,7,1.5,1.5,no
indonesia,1,1,1.5,1.5,no
indonesia,1,1,1.5,1.5,yes
indonesia,1,7,1.5,1.5,no
indonesia,1,1,1.52,1.52,no
indonesia,1,1,1.58,1.58,no
indonesia,1,1,1.59,1.59,no
indonesia,10,30,16,1.6,no
indonesia,0.5,1,0.8,1.6,yes
indonesia,0.5,7,0.8,1.6,no
indonesia,1,10,1.6,1.6,no
indonesia,1,3,1.6,1.6,no
indonesia,1,7,1.6,1.6,no
indonesia,0.5,1,0.8136420041724836,1.627,no
indonesia,0.5,1,0.8136420041724836,1.627,no
indonesia,1,1,1.63,1.63,no
indonesia,1,1,1.63,1.63,no
indonesia,1,1,1.65,1.65,no
indonesia,1,1,1.6585779315823703,1.659,no
indonesia,1,1,1.67,1.67,no
indonesia,0.5,1,0.84,1.68,no
indonesia,1,5,1.68,1.68,no
indonesia,0.5,1,0.85,1.7,no
indonesia,0.5,30,0.85,1.7,no
indonesia,1,15,1.7,1.7,no
indonesia,1,7,1.71,1.71,no
indonesia,0.5,1,0.8555406400000001,1.711,no
